Product Type,Product Weight (kg),Purpose,Vehicle Type,Vehicle Category,maxWeightCapacity
Eggs,14824,crops,Container Truck,N3,15626
Rice,7612,livestock,Livestock Truck,N2,9392
Eggs,5802,crops,Elf Truck,N2,5213
Cows,16683,livestock,Heavy Livestock Trailer,N3,17237
Rice,3276,perishable crops,Refrigerated Van,N1,2370
Eggs,7703,perishable crops,Refrigerated Truck,N2,8132
Goats,13961,crops,10-Wheeler Truck,N3,14662
Chickens,9824,perishable crops,Refrigerated Truck,N2,7569
Pigs,3340,crops,Multicab,N1,1416
Rice,4125,crops,Elf Truck,N2,5495
Rice,4597,perishable crops,Refrigerated Truck,N2,8399
Eggs,14005,crops,10-Wheeler Truck,N3,14957
Vegetables,14630,livestock,Heavy Livestock Trailer,N3,15191
Corn,10863,crops,Elf Truck,N2,7259
Chickens,8014,livestock,Livestock Truck,N2,11841
Meat,15978,crops,10-Wheeler Truck,N3,13622
Leafy Greens,15369,crops,Container Truck,N3,16605
Frozen Fish,1538,crops,Multicab,N1,871
Rice,9266,crops,Elf Truck,N2,4449
Rice,6252,perishable crops,Refrigerated Truck,N2,10905
Chickens,13586,crops,Container Truck,N3,16067
Chickens,7138,crops,Elf Truck,N2,5428
Meat,7848,perishable crops,Refrigerated Truck,N2,9395
Frozen Fish,4518,perishable crops,Refrigerated Truck,N2,10984
Chickens,13428,crops,Container Truck,N3,16437
Eggs,8577,livestock,Livestock Truck,N2,8839
Frozen Fish,11481,perishable crops,Refrigerated Truck,N2,7710
Cows,11380,livestock,Livestock Truck,N2,10256
Leafy Greens,3103,crops,Open Truck,N1,2033
Chickens,16812,crops,Container Truck,N3,18458
Cows,13602,crops,10-Wheeler Truck,N3,14904
Goats,3175,crops,Pickup Truck,N1,1034
Vegetables,17731,livestock,Heavy Livestock Trailer,N3,14085
Chickens,16254,crops,10-Wheeler Truck,N3,13605
Eggs,5388,crops,Elf Truck,N2,7288
Frozen Fish,11052,livestock,Livestock Truck,N2,10371
Goats,1335,livestock,Mini Livestock Truck,N1,1101
Meat,2264,crops,Delivery Van,N1,1445
Corn,14938,crops,10-Wheeler Truck,N3,13157
Meat,9679,crops,Elf Truck,N2,5864
Corn,17223,livestock,Heavy Livestock Trailer,N3,14294
Rice,3847,crops,Elf Truck,N2,5327
Leafy Greens,13457,crops,10-Wheeler Truck,N3,13774
Meat,17428,crops,Container Truck,N3,18291
Pigs,14059,crops,Container Truck,N3,17938
Pigs,2115,crops,Pickup Truck,N1,1179
Corn,2148,crops,Multicab,N1,1191
Eggs,16721,crops,Container Truck,N3,15544
Chickens,12785,crops,10-Wheeler Truck,N3,13656
Pigs,16278,livestock,Heavy Livestock Trailer,N3,15263
Chickens,13075,livestock,Heavy Livestock Trailer,N3,14640
Goats,14398,livestock,Heavy Livestock Trailer,N3,15025
Fruits,14704,livestock,Heavy Livestock Trailer,N3,16410
Goats,4423,livestock,Livestock Truck,N2,9046
Vegetables,477,crops,Motorcycle with Sidecar,L,324
Fruits,15439,crops,10-Wheeler Truck,N3,13858
Fruits,8220,crops,Elf Truck,N2,4656
Pigs,15942,livestock,Heavy Livestock Trailer,N3,17028
Eggs,14035,crops,Container Truck,N3,18846
Rice,9013,crops,Elf Truck,N2,6406
Pigs,17471,crops,Container Truck,N3,18713
Fruits,1952,crops,Delivery Van,N1,1537
Cows,9997,perishable crops,Refrigerated Truck,N2,9148
Pigs,12965,crops,Container Truck,N3,16749
Leafy Greens,15381,crops,Container Truck,N3,18855
Leafy Greens,17816,livestock,Heavy Livestock Trailer,N3,16504
Pigs,15307,livestock,Heavy Livestock Trailer,N3,17985
Cows,970,crops,Open Truck,N1,1768
Pigs,8753,crops,Elf Truck,N2,4045
Vegetables,17180,livestock,Heavy Livestock Trailer,N3,14434
Frozen Fish,9929,crops,Elf Truck,N2,4292
Chickens,16331,crops,Container Truck,N3,19276
Rice,3174,crops,Multicab,N1,980
Meat,15869,crops,Container Truck,N3,16629
Rice,16489,livestock,Heavy Livestock Trailer,N3,17500
Leafy Greens,11588,perishable crops,Refrigerated Truck,N2,11398
Goats,9488,crops,Elf Truck,N2,6357
Leafy Greens,16634,crops,10-Wheeler Truck,N3,14912
Goats,5220,livestock,Livestock Truck,N2,5374
Rice,15508,crops,10-Wheeler Truck,N3,13814
Frozen Fish,2967,crops,Open Truck,N1,2937
Corn,10880,perishable crops,Refrigerated Truck,N2,8183
Pigs,2804,livestock,Mini Livestock Truck,N1,1172
Eggs,13226,crops,10-Wheeler Truck,N3,13641
Pigs,8112,perishable crops,Refrigerated Truck,N2,9841
Corn,4711,perishable crops,Refrigerated Truck,N2,9283
Chickens,13111,livestock,Heavy Livestock Trailer,N3,17251
Fruits,1468,crops,Multicab,N1,1023
Rice,4412,livestock,Livestock Truck,N2,9191
Goats,5477,crops,Elf Truck,N2,6335
Corn,9860,perishable crops,Refrigerated Truck,N2,8037
Chickens,1667,crops,Pickup Truck,N1,1384
Eggs,2507,livestock,Mini Livestock Truck,N1,1551
Corn,12044,livestock,Heavy Livestock Trailer,N3,17996
Corn,2685,crops,Delivery Van,N1,2116
Rice,1088,crops,Open Truck,N1,2153
Fruits,8084,livestock,Livestock Truck,N2,11892
Vegetables,4752,perishable crops,Refrigerated Truck,N2,11518
Leafy Greens,12874,livestock,Heavy Livestock Trailer,N3,16550
Pigs,1912,livestock,Mini Livestock Truck,N1,3191
Pigs,6260,perishable crops,Refrigerated Truck,N2,7050
Cows,2678,crops,Delivery Van,N1,2097
Leafy Greens,17355,crops,10-Wheeler Truck,N3,13885
Fruits,13955,crops,10-Wheeler Truck,N3,14123
Goats,1064,crops,Multicab,N1,1204
Chickens,9686,crops,Elf Truck,N2,4249
Rice,15156,crops,10-Wheeler Truck,N3,14849
Vegetables,10625,livestock,Livestock Truck,N2,10743
Frozen Fish,2333,crops,Pickup Truck,N1,1450
Vegetables,17220,crops,10-Wheeler Truck,N3,14869
Corn,13004,crops,Container Truck,N3,19746
Rice,17818,crops,10-Wheeler Truck,N3,14609
Frozen Fish,7490,perishable crops,Refrigerated Truck,N2,8652
Cows,2289,perishable crops,Refrigerated Van,N1,2478
Eggs,1672,crops,Open Truck,N1,2734
Fruits,12478,crops,Container Truck,N3,15218
Meat,3157,crops,Open Truck,N1,2992
Chickens,10857,crops,Elf Truck,N2,4171
Vegetables,15247,livestock,Heavy Livestock Trailer,N3,16497
Eggs,5852,perishable crops,Refrigerated Truck,N2,9617
Chickens,10430,crops,Elf Truck,N2,7183
Cows,4224,perishable crops,Refrigerated Truck,N2,8650
Goats,13158,crops,Container Truck,N3,19347
Pigs,6654,livestock,Livestock Truck,N2,7884
Pigs,14297,livestock,Heavy Livestock Trailer,N3,15020
Chickens,13294,livestock,Heavy Livestock Trailer,N3,14526
Eggs,12297,crops,Container Truck,N3,19107
Meat,10543,crops,Elf Truck,N2,5250
Fruits,11497,crops,Elf Truck,N2,7576
Corn,14074,livestock,Heavy Livestock Trailer,N3,15617
Goats,3445,crops,Multicab,N1,1250
Meat,10452,perishable crops,Refrigerated Truck,N2,11467
Leafy Greens,8115,perishable crops,Refrigerated Truck,N2,11058
Eggs,8892,livestock,Livestock Truck,N2,10285
Pigs,1965,livestock,Mini Livestock Truck,N1,1887
Corn,15973,crops,Container Truck,N3,15733
Pigs,14041,crops,10-Wheeler Truck,N3,14091
Fruits,3376,livestock,Mini Livestock Truck,N1,1935
Cows,16760,livestock,Heavy Livestock Trailer,N3,14597
Leafy Greens,14302,crops,Container Truck,N3,17498
Eggs,15730,livestock,Heavy Livestock Trailer,N3,16926
Goats,7325,livestock,Livestock Truck,N2,7052
Rice,7477,livestock,Livestock Truck,N2,6367
Corn,11258,crops,Elf Truck,N2,7201
Vegetables,7323,perishable crops,Refrigerated Truck,N2,9298
Frozen Fish,5660,perishable crops,Refrigerated Truck,N2,10463
Meat,6359,perishable crops,Refrigerated Truck,N2,8998
Goats,16150,crops,10-Wheeler Truck,N3,13155
Corn,4317,crops,Elf Truck,N2,5970
Chickens,17381,crops,Container Truck,N3,17312
Cows,17459,livestock,Heavy Livestock Trailer,N3,17307
Vegetables,17184,crops,Container Truck,N3,16347
Meat,2248,perishable crops,Refrigerated Van,N1,2504
Chickens,8352,livestock,Livestock Truck,N2,8605
Goats,14985,livestock,Heavy Livestock Trailer,N3,15763
Vegetables,11099,crops,Elf Truck,N2,6667
Rice,16879,crops,10-Wheeler Truck,N3,14247
Goats,9062,perishable crops,Refrigerated Truck,N2,11258
Corn,7563,perishable crops,Refrigerated Truck,N2,6192
Eggs,7838,livestock,Livestock Truck,N2,11553
Rice,12983,crops,10-Wheeler Truck,N3,13656
Chickens,10340,livestock,Livestock Truck,N2,7374
Corn,5737,perishable crops,Refrigerated Truck,N2,9682
Vegetables,15808,crops,10-Wheeler Truck,N3,13619
Goats,14019,crops,10-Wheeler Truck,N3,13890
Pigs,9632,perishable crops,Refrigerated Truck,N2,11736
Vegetables,10204,livestock,Livestock Truck,N2,6209
Meat,6363,perishable crops,Refrigerated Truck,N2,11723
Meat,9811,perishable crops,Refrigerated Truck,N2,11765
Meat,16565,crops,10-Wheeler Truck,N3,14696
Meat,2661,crops,Open Truck,N1,2766
Frozen Fish,13932,crops,10-Wheeler Truck,N3,14332
Leafy Greens,5473,perishable crops,Refrigerated Truck,N2,11822
Cows,11081,livestock,Livestock Truck,N2,8784
Pigs,6406,crops,Elf Truck,N2,7313
Corn,228,crops,Tricycle,L,345
Chickens,3588,crops,Elf Truck,N2,4177
Rice,2520,crops,Multicab,N1,1443
Frozen Fish,7656,crops,Elf Truck,N2,4182
Corn,10949,crops,Elf Truck,N2,7264
Rice,4952,livestock,Livestock Truck,N2,10741
Chickens,626,livestock,Mini Livestock Truck,N1,1863
Chickens,3985,crops,Elf Truck,N2,7063
Pigs,572,crops,Motorcycle with Sidecar,L,551
Vegetables,14638,crops,10-Wheeler Truck,N3,13202
Goats,6823,livestock,Livestock Truck,N2,10193
Eggs,7317,crops,Elf Truck,N2,4441
Meat,1980,crops,Open Truck,N1,2068
Corn,16302,crops,10-Wheeler Truck,N3,13891
Eggs,15305,crops,10-Wheeler Truck,N3,13921
Chickens,13123,livestock,Heavy Livestock Trailer,N3,16078
Chickens,2644,perishable crops,Refrigerated Van,N1,2704
Corn,9839,crops,Elf Truck,N2,7063
Vegetables,786,livestock,Mini Livestock Truck,N1,3497
Chickens,7334,livestock,Livestock Truck,N2,7486
Eggs,8873,livestock,Livestock Truck,N2,7527
Eggs,9149,livestock,Livestock Truck,N2,9414
Eggs,6287,livestock,Livestock Truck,N2,8768
Cows,16076,livestock,Heavy Livestock Trailer,N3,14936
Frozen Fish,10350,livestock,Livestock Truck,N2,6940
Pigs,7379,crops,Elf Truck,N2,7879
Frozen Fish,9267,crops,Elf Truck,N2,4648
Leafy Greens,12433,crops,Container Truck,N3,19630
Chickens,16229,livestock,Heavy Livestock Trailer,N3,14683
Pigs,8602,perishable crops,Refrigerated Truck,N2,7313
Corn,12951,crops,Container Truck,N3,18188
Fruits,1978,crops,Delivery Van,N1,1415
Leafy Greens,7302,crops,Elf Truck,N2,4129
Meat,2732,perishable crops,Refrigerated Van,N1,2947
Goats,9517,livestock,Livestock Truck,N2,10227
Cows,11933,livestock,Livestock Truck,N2,11454
Leafy Greens,135,crops,Tricycle,L,366
Leafy Greens,6561,livestock,Livestock Truck,N2,11860
Rice,3197,crops,Open Truck,N1,2974
Corn,15055,livestock,Heavy Livestock Trailer,N3,17691
Cows,4139,livestock,Livestock Truck,N2,9991
Eggs,13012,crops,Container Truck,N3,19046
Frozen Fish,12768,livestock,Heavy Livestock Trailer,N3,15663
Chickens,16302,crops,10-Wheeler Truck,N3,14232
Cows,12017,crops,Container Truck,N3,17616
Corn,15426,livestock,Heavy Livestock Trailer,N3,14456
Vegetables,8003,livestock,Livestock Truck,N2,9831
Meat,6562,perishable crops,Refrigerated Truck,N2,7830
Leafy Greens,10838,perishable crops,Refrigerated Truck,N2,7374
Eggs,3174,perishable crops,Refrigerated Van,N1,1592
Eggs,16178,crops,Container Truck,N3,17864
Pigs,1799,crops,Open Truck,N1,1679
Rice,7902,crops,Elf Truck,N2,5493
Corn,10867,perishable crops,Refrigerated Truck,N2,6042
Pigs,5547,perishable crops,Refrigerated Truck,N2,9376
Goats,12759,crops,Container Truck,N3,19432
Leafy Greens,8972,perishable crops,Refrigerated Truck,N2,10488
Vegetables,8960,perishable crops,Refrigerated Truck,N2,11187
Leafy Greens,8183,crops,Elf Truck,N2,7929
Fruits,9281,crops,Elf Truck,N2,7911
Fruits,8721,perishable crops,Refrigerated Truck,N2,9886
Fruits,5500,livestock,Livestock Truck,N2,8022
Corn,15469,crops,10-Wheeler Truck,N3,13988
Leafy Greens,16099,crops,10-Wheeler Truck,N3,14217
Vegetables,12044,crops,10-Wheeler Truck,N3,13433
Vegetables,11175,crops,Elf Truck,N2,6314
Goats,15415,crops,10-Wheeler Truck,N3,14846
Frozen Fish,13343,livestock,Heavy Livestock Trailer,N3,16528
Goats,4418,crops,Elf Truck,N2,7837
Vegetables,8591,crops,Elf Truck,N2,5974
Leafy Greens,14837,livestock,Heavy Livestock Trailer,N3,17830
Corn,14329,crops,Container Truck,N3,19933
Vegetables,1245,livestock,Mini Livestock Truck,N1,1944
Pigs,11485,crops,Elf Truck,N2,4987
Rice,10165,perishable crops,Refrigerated Truck,N2,9696
Frozen Fish,16302,crops,10-Wheeler Truck,N3,14913
Meat,709,livestock,Mini Livestock Truck,N1,2696
Fruits,6839,perishable crops,Refrigerated Truck,N2,11885
Vegetables,2771,livestock,Mini Livestock Truck,N1,1906
Frozen Fish,10690,livestock,Livestock Truck,N2,11891
Chickens,4033,livestock,Livestock Truck,N2,9037
Pigs,11274,perishable crops,Refrigerated Truck,N2,9229
Pigs,1568,perishable crops,Refrigerated Van,N1,1652
Meat,2195,crops,Open Truck,N1,2044
Chickens,17557,livestock,Heavy Livestock Trailer,N3,17340
Eggs,7733,livestock,Livestock Truck,N2,10528
Cows,8184,perishable crops,Refrigerated Truck,N2,6773
Fruits,7624,perishable crops,Refrigerated Truck,N2,6952
Pigs,17027,crops,Container Truck,N3,16146
Goats,4134,crops,Elf Truck,N2,6874
Meat,4817,crops,Elf Truck,N2,4028
Corn,3193,crops,Delivery Van,N1,2988
Chickens,14109,livestock,Heavy Livestock Trailer,N3,14580
Pigs,5136,livestock,Livestock Truck,N2,6371
Eggs,1751,crops,Open Truck,N1,1814
Eggs,8742,crops,Elf Truck,N2,5394
Frozen Fish,3310,livestock,Mini Livestock Truck,N1,2410
Corn,7416,perishable crops,Refrigerated Truck,N2,10261
Leafy Greens,9330,crops,Elf Truck,N2,4831
Vegetables,16687,crops,10-Wheeler Truck,N3,14897
Eggs,3019,perishable crops,Refrigerated Van,N1,1912
Frozen Fish,14521,crops,10-Wheeler Truck,N3,14737
Chickens,17430,livestock,Heavy Livestock Trailer,N3,17280
Corn,3219,perishable crops,Refrigerated Van,N1,1866
Frozen Fish,2949,crops,Open Truck,N1,2239
Fruits,4768,livestock,Livestock Truck,N2,8086
Fruits,2425,crops,Delivery Van,N1,1206
Leafy Greens,10665,perishable crops,Refrigerated Truck,N2,9983
Cows,5846,crops,Elf Truck,N2,6889
Rice,11877,perishable crops,Refrigerated Truck,N2,11287
Fruits,7131,livestock,Livestock Truck,N2,7243
Goats,14217,livestock,Heavy Livestock Trailer,N3,14947
Vegetables,9063,crops,Elf Truck,N2,7608
Pigs,11944,perishable crops,Refrigerated Truck,N2,10830
Pigs,2317,livestock,Mini Livestock Truck,N1,2087
Eggs,13231,crops,Container Truck,N3,16608
Vegetables,15739,crops,Container Truck,N3,15270
Vegetables,1881,crops,Pickup Truck,N1,1322
Pigs,17970,crops,10-Wheeler Truck,N3,13646
Leafy Greens,1339,crops,Delivery Van,N1,2808
Rice,1108,crops,Delivery Van,N1,1773
Eggs,14080,crops,10-Wheeler Truck,N3,13464
Corn,15515,livestock,Heavy Livestock Trailer,N3,17338
Rice,5320,perishable crops,Refrigerated Truck,N2,11659
Vegetables,13105,crops,10-Wheeler Truck,N3,14526
Pigs,8604,livestock,Livestock Truck,N2,8002
Meat,16968,livestock,Heavy Livestock Trailer,N3,14203
Fruits,16908,livestock,Heavy Livestock Trailer,N3,15222
Goats,5693,crops,Elf Truck,N2,6572
Goats,15854,crops,10-Wheeler Truck,N3,13975
Leafy Greens,5262,perishable crops,Refrigerated Truck,N2,8031
Rice,8942,crops,Elf Truck,N2,7972
Meat,2507,crops,Multicab,N1,1376
Vegetables,3281,crops,Open Truck,N1,1786
Chickens,3297,perishable crops,Refrigerated Van,N1,2326
Chickens,7471,perishable crops,Refrigerated Truck,N2,6323
Fruits,2349,crops,Multicab,N1,912
Fruits,7767,crops,Elf Truck,N2,6974
Rice,11381,perishable crops,Refrigerated Truck,N2,9684
Chickens,2850,crops,Open Truck,N1,2159
Rice,9054,crops,Elf Truck,N2,7286
Pigs,13818,crops,10-Wheeler Truck,N3,13747
Frozen Fish,17190,crops,Container Truck,N3,16667
Cows,13692,livestock,Heavy Livestock Trailer,N3,15424
Vegetables,14063,crops,Container Truck,N3,16126
Leafy Greens,13296,livestock,Heavy Livestock Trailer,N3,17188
Fruits,5904,livestock,Livestock Truck,N2,9207
Eggs,16823,livestock,Heavy Livestock Trailer,N3,17394
Goats,8232,perishable crops,Refrigerated Truck,N2,8238
Chickens,15949,crops,10-Wheeler Truck,N3,14055
Goats,17676,crops,Container Truck,N3,18512
Vegetables,10247,crops,Elf Truck,N2,4476
Frozen Fish,6479,crops,Elf Truck,N2,4722
Vegetables,6186,crops,Elf Truck,N2,4558
Pigs,9549,livestock,Livestock Truck,N2,6197
Rice,2889,crops,Pickup Truck,N1,1328
Cows,3903,perishable crops,Refrigerated Truck,N2,8244
Cows,2829,livestock,Mini Livestock Truck,N1,3230
Eggs,7001,livestock,Livestock Truck,N2,5293
Goats,10458,livestock,Livestock Truck,N2,10266
Eggs,12964,crops,10-Wheeler Truck,N3,14049
Leafy Greens,13216,crops,Container Truck,N3,19215
Leafy Greens,513,crops,Motorcycle with Sidecar,L,327
Rice,2473,perishable crops,Refrigerated Van,N1,2155
Eggs,14517,crops,Container Truck,N3,18067
Chickens,10181,crops,Elf Truck,N2,4055
Goats,5900,perishable crops,Refrigerated Truck,N2,8292
Fruits,15512,livestock,Heavy Livestock Trailer,N3,14915
Meat,3413,crops,Multicab,N1,1086
Goats,17327,livestock,Heavy Livestock Trailer,N3,17367
Fruits,5158,crops,Elf Truck,N2,7983
Frozen Fish,1958,livestock,Mini Livestock Truck,N1,1286
Leafy Greens,3058,crops,Pickup Truck,N1,1658
Cows,383,crops,Motorcycle with Sidecar,L,390
Eggs,10991,crops,Elf Truck,N2,4072
Vegetables,8953,crops,Elf Truck,N2,4151
Rice,10983,perishable crops,Refrigerated Truck,N2,10774
Eggs,6404,crops,Elf Truck,N2,7633
Pigs,12562,livestock,Heavy Livestock Trailer,N3,16566
Chickens,1540,crops,Pickup Truck,N1,1374
Vegetables,16937,crops,10-Wheeler Truck,N3,14219
Leafy Greens,2100,crops,Multicab,N1,848
Chickens,12849,crops,Container Truck,N3,15118
Meat,4228,crops,Elf Truck,N2,4739
Chickens,4546,perishable crops,Refrigerated Truck,N2,7254
Leafy Greens,7318,livestock,Livestock Truck,N2,5816
Pigs,5576,perishable crops,Refrigerated Truck,N2,8675
Corn,17655,livestock,Heavy Livestock Trailer,N3,16629
Fruits,13469,crops,Container Truck,N3,18329
Leafy Greens,758,crops,Pickup Truck,N1,1043
Rice,9943,crops,Elf Truck,N2,5948
Goats,10085,livestock,Livestock Truck,N2,10529
Fruits,6899,crops,Elf Truck,N2,5766
Rice,16886,crops,10-Wheeler Truck,N3,14717
Corn,3544,crops,Elf Truck,N2,6039
Goats,6587,perishable crops,Refrigerated Truck,N2,9130
Cows,11380,livestock,Livestock Truck,N2,9103
Cows,1901,crops,Multicab,N1,803
Frozen Fish,1978,crops,Pickup Truck,N1,1462
Corn,10911,crops,Elf Truck,N2,5410
Goats,11535,crops,Elf Truck,N2,4042
Fruits,4299,crops,Elf Truck,N2,4173
Cows,13375,crops,10-Wheeler Truck,N3,13803
Cows,15930,crops,10-Wheeler Truck,N3,14226
Corn,17801,crops,Container Truck,N3,16622
Leafy Greens,258,crops,Motorcycle with Sidecar,L,470
Rice,15570,crops,Container Truck,N3,19541
Pigs,1561,perishable crops,Refrigerated Van,N1,2570
Pigs,8813,crops,Elf Truck,N2,5679
Goats,2420,perishable crops,Refrigerated Van,N1,2068
Goats,8608,livestock,Livestock Truck,N2,9241
Rice,10209,livestock,Livestock Truck,N2,5822
Vegetables,16627,crops,Container Truck,N3,18428
Chickens,4253,livestock,Livestock Truck,N2,11769
Meat,11135,livestock,Livestock Truck,N2,7556
Rice,11417,livestock,Livestock Truck,N2,11444
Vegetables,1359,perishable crops,Refrigerated Van,N1,2800
Eggs,2173,perishable crops,Refrigerated Van,N1,2495
Eggs,3681,crops,Elf Truck,N2,7205
Frozen Fish,4551,perishable crops,Refrigerated Truck,N2,8059
Meat,5810,perishable crops,Refrigerated Truck,N2,8948
Chickens,8130,perishable crops,Refrigerated Truck,N2,7956
Frozen Fish,8730,crops,Elf Truck,N2,6091
Corn,14849,crops,Container Truck,N3,18009
Goats,10215,perishable crops,Refrigerated Truck,N2,11821
Chickens,10959,perishable crops,Refrigerated Truck,N2,7419
Rice,15564,crops,10-Wheeler Truck,N3,14274
Frozen Fish,15170,livestock,Heavy Livestock Trailer,N3,16947
Rice,17637,crops,10-Wheeler Truck,N3,13271
Rice,16304,crops,Container Truck,N3,19586
Chickens,5402,perishable crops,Refrigerated Truck,N2,8139
Corn,11421,crops,Elf Truck,N2,5362
Corn,9219,livestock,Livestock Truck,N2,7349
Cows,12472,crops,10-Wheeler Truck,N3,14952
Leafy Greens,3558,perishable crops,Refrigerated Truck,N2,6950
Vegetables,16222,crops,10-Wheeler Truck,N3,14135
Corn,11319,perishable crops,Refrigerated Truck,N2,9119
Corn,10137,crops,Elf Truck,N2,4865
Meat,10328,livestock,Livestock Truck,N2,6782
Meat,4638,crops,Elf Truck,N2,6742
Pigs,13680,livestock,Heavy Livestock Trailer,N3,14284
Corn,8004,livestock,Livestock Truck,N2,11937
Rice,12044,crops,Container Truck,N3,17734
Corn,10620,livestock,Livestock Truck,N2,9740
Corn,13006,crops,Container Truck,N3,15560
Fruits,13833,crops,10-Wheeler Truck,N3,13846
Fruits,473,crops,Motorcycle with Sidecar,L,569
Frozen Fish,11453,perishable crops,Refrigerated Truck,N2,9516
Corn,15929,crops,Container Truck,N3,18113
Pigs,1144,perishable crops,Refrigerated Van,N1,2671
Leafy Greens,3646,perishable crops,Refrigerated Truck,N2,7977
Corn,2558,crops,Open Truck,N1,1771
Cows,1811,livestock,Mini Livestock Truck,N1,1663
Pigs,7368,perishable crops,Refrigerated Truck,N2,9686
Eggs,5359,crops,Elf Truck,N2,4548
Vegetables,7442,livestock,Livestock Truck,N2,11787
Frozen Fish,2393,livestock,Mini Livestock Truck,N1,1474
Corn,4325,perishable crops,Refrigerated Truck,N2,11395
Corn,274,crops,Motorcycle with Sidecar,L,454
Leafy Greens,10507,livestock,Livestock Truck,N2,7790
Goats,3076,crops,Delivery Van,N1,1506
Frozen Fish,3183,perishable crops,Refrigerated Van,N1,1773
Rice,15123,livestock,Heavy Livestock Trailer,N3,14242
Fruits,4210,crops,Elf Truck,N2,7245
Frozen Fish,16349,crops,Container Truck,N3,18148
Meat,7279,crops,Elf Truck,N2,5547
Cows,17443,livestock,Heavy Livestock Trailer,N3,17071
Eggs,15218,livestock,Heavy Livestock Trailer,N3,15384
Meat,17817,livestock,Heavy Livestock Trailer,N3,15820
