Product Type,Product Weight (kg),Purpose,Vehicle Type,Vehicle Category,maxWeightCapacity
Fruits,9310,crops,10-Wheeler Truck,N3,15941
Pigs,2315,livestock,Mini Livestock Truck,N1,2902
Leafy Greens,6223,perishable crops,Refrigerated Truck,N2,10437
Eggs,1487,perishable crops,Refrigerated Van,N1,10895
Leafy Greens,2286,perishable crops,Refrigerated Van,N1,9275
Rice,1311,crops,Multicab,N1,3997
Pigs,468,livestock,Mini Livestock Truck,N1,3075
Chickens,1163,livestock,Mini Livestock Truck,N1,3247
Fruits,198,crops,Tricycle,L1,230
Frozen Fish,4027,perishable crops,Refrigerated Truck,N2,6776
Cows,4591,livestock,Livestock Truck,N2,5389
Cows,5051,livestock,Livestock Truck,N2,16258
Leafy Greens,1358,perishable crops,Refrigerated Van,N1,2905
Fruits,1558,crops,Multicab,N1,2026
Pigs,133,livestock,Mini Livestock Truck,N1,1068
Rice,394,crops,Tricycle,L1,1272
Vegetables,525,crops,Tricycle,L1,730
Goats,2149,livestock,Mini Livestock Truck,N1,2704
Chickens,1394,livestock,Mini Livestock Truck,N1,3170
Goats,2061,livestock,Mini Livestock Truck,N1,7794
Rice,2069,crops,Multicab,N1,2130
Chickens,1543,livestock,Mini Livestock Truck,N1,1782
Fruits,1195,crops,Multicab,N1,2953
Rice,1282,crops,Multicab,N1,1495
Pigs,3066,livestock,Mini Livestock Truck,N1,18483
Cows,1696,livestock,Mini Livestock Truck,N1,1811
Leafy Greens,1011,perishable crops,Refrigerated Van,N1,2372
Goats,1026,livestock,Mini Livestock Truck,N1,3082
Leafy Greens,221,perishable crops,Refrigerated Van,N1,1974
Pigs,8668,livestock,Livestock Truck,N2,8841
Frozen Fish,1162,perishable crops,Refrigerated Van,N1,1414
Rice,110,crops,Tricycle,L1,276
Frozen Fish,693,perishable crops,Refrigerated Van,N1,5587
Leafy Greens,1652,perishable crops,Refrigerated Van,N1,2671
Pigs,13077,livestock,Heavy Livestock Trailer,N3,19572
Meat,3387,perishable crops,Refrigerated Van,N1,6270
Chickens,599,livestock,Mini Livestock Truck,N1,1824
Chickens,9481,livestock,Livestock Truck,N2,13403
Eggs,8862,perishable crops,Refrigerated Truck,N2,10339
Fruits,1958,crops,Multicab,N1,5178
Pigs,1837,livestock,Mini Livestock Truck,N1,3304
Meat,8117,perishable crops,Refrigerated Truck,N2,8621
Pigs,101,livestock,Mini Livestock Truck,N1,8685
Meat,2166,perishable crops,Refrigerated Van,N1,7508
Frozen Fish,4261,perishable crops,Refrigerated Truck,N2,5097
Cows,2623,livestock,Mini Livestock Truck,N1,2948
Corn,12825,crops,10-Wheeler Truck,N3,18342
Vegetables,396,crops,Tricycle,L1,2155
Eggs,2904,perishable crops,Refrigerated Van,N1,7986
Rice,6640,crops,Elf Truck,N2,7615
Rice,10603,crops,Elf Truck,N2,16791
Cows,392,livestock,Mini Livestock Truck,N1,3289
Vegetables,100,crops,Tricycle,L1,100
Goats,10191,livestock,Livestock Truck,N2,15601
Vegetables,5777,crops,Elf Truck,N2,6013
Vegetables,252,crops,Tricycle,L1,9854
Frozen Fish,680,perishable crops,Refrigerated Van,N1,1100
Meat,505,perishable crops,Refrigerated Van,N1,2397
Meat,1782,perishable crops,Refrigerated Van,N1,2481
Chickens,10274,livestock,Livestock Truck,N2,17978
Rice,2971,crops,Multicab,N1,3306
Corn,1916,crops,Multicab,N1,2091
Corn,4350,crops,Elf Truck,N2,11065
Goats,159,livestock,Mini Livestock Truck,N1,3562
Pigs,5731,livestock,Livestock Truck,N2,7204
Frozen Fish,680,perishable crops,Refrigerated Van,N1,3458
Frozen Fish,2978,perishable crops,Refrigerated Van,N1,5983
Chickens,1603,livestock,Mini Livestock Truck,N1,2338
Meat,10965,perishable crops,Refrigerated Truck,N2,11668
Meat,945,perishable crops,Refrigerated Van,N1,1968
Meat,1241,perishable crops,Refrigerated Van,N1,1571
Meat,143,perishable crops,Refrigerated Van,N1,1388
Eggs,404,perishable crops,Refrigerated Van,N1,6356
Rice,1452,crops,Multicab,N1,2427
Chickens,951,livestock,Mini Livestock Truck,N1,1659
Vegetables,1368,crops,Multicab,N1,2028
Frozen Fish,7699,perishable crops,Refrigerated Truck,N2,11837
Vegetables,1979,crops,Multicab,N1,2417
Eggs,1556,perishable crops,Refrigerated Van,N1,1760
Corn,17258,crops,10-Wheeler Truck,N3,18918
Rice,290,crops,Tricycle,L1,1511
Vegetables,4997,crops,Elf Truck,N2,15910
Goats,679,livestock,Mini Livestock Truck,N1,1118
Frozen Fish,2545,perishable crops,Refrigerated Van,N1,3169
Pigs,270,livestock,Mini Livestock Truck,N1,3178
Meat,1239,perishable crops,Refrigerated Van,N1,3284
Vegetables,9649,crops,Elf Truck,N2,17422
Leafy Greens,376,perishable crops,Refrigerated Van,N1,1927
Pigs,3987,livestock,Livestock Truck,N2,11272
Leafy Greens,4700,perishable crops,Refrigerated Truck,N2,4823
Chickens,9098,livestock,Livestock Truck,N2,17906
Leafy Greens,2123,perishable crops,Refrigerated Van,N1,4504
Meat,144,perishable crops,Refrigerated Van,N1,1098
Pigs,2828,livestock,Mini Livestock Truck,N1,2887
Cows,5781,livestock,Livestock Truck,N2,19954
Fruits,4093,crops,Elf Truck,N2,8968
Goats,775,livestock,Mini Livestock Truck,N1,6260
Corn,283,crops,Tricycle,L1,541
Meat,1761,perishable crops,Refrigerated Van,N1,3395
Leafy Greens,772,perishable crops,Refrigerated Van,N1,1607
Leafy Greens,1933,perishable crops,Refrigerated Van,N1,2274
Meat,1098,perishable crops,Refrigerated Van,N1,3401
Fruits,872,crops,Tricycle,L1,1185
Meat,452,perishable crops,Refrigerated Van,N1,2176
Vegetables,887,crops,Tricycle,L1,18250
Goats,8955,livestock,Livestock Truck,N2,13803
Vegetables,1380,crops,Multicab,N1,5725
Cows,136,livestock,Mini Livestock Truck,N1,1458
Fruits,1242,crops,Multicab,N1,2275
Eggs,3213,perishable crops,Refrigerated Van,N1,11488
Leafy Greens,4801,perishable crops,Refrigerated Truck,N2,9477
Fruits,3054,crops,Multicab,N1,3193
Vegetables,103,crops,Tricycle,L1,291
Meat,7743,perishable crops,Refrigerated Truck,N2,11200
Fruits,1760,crops,Multicab,N1,2385
Rice,4362,crops,Elf Truck,N2,15631
Rice,116,crops,Tricycle,L1,116
Vegetables,369,crops,Tricycle,L1,1101
Pigs,9942,livestock,Livestock Truck,N2,15201
Meat,2220,perishable crops,Refrigerated Van,N1,8784
Goats,5907,livestock,Livestock Truck,N2,17564
Fruits,1617,crops,Multicab,N1,5843
Eggs,4307,perishable crops,Refrigerated Truck,N2,4460
Meat,905,perishable crops,Refrigerated Van,N1,2107
Corn,368,crops,Tricycle,L1,9826
Fruits,5817,crops,Elf Truck,N2,8970
Rice,2043,crops,Multicab,N1,11530
Pigs,544,livestock,Mini Livestock Truck,N1,1988
Rice,1109,crops,Multicab,N1,2812
Corn,716,crops,Tricycle,L1,917
Eggs,486,perishable crops,Refrigerated Van,N1,2208
Goats,3468,livestock,Livestock Truck,N2,8728
Chickens,944,livestock,Mini Livestock Truck,N1,3390
Leafy Greens,935,perishable crops,Refrigerated Van,N1,2112
Goats,442,livestock,Mini Livestock Truck,N1,3075
Fruits,554,crops,Tricycle,L1,778
Leafy Greens,160,perishable crops,Refrigerated Van,N1,1296
Chickens,1755,livestock,Mini Livestock Truck,N1,2247
Cows,3710,livestock,Livestock Truck,N2,6560
Leafy Greens,1044,perishable crops,Refrigerated Van,N1,3636
Pigs,2808,livestock,Mini Livestock Truck,N1,17198
Cows,991,livestock,Mini Livestock Truck,N1,2832
Corn,201,crops,Tricycle,L1,254
Eggs,10861,perishable crops,Refrigerated Truck,N2,11362
Eggs,2395,perishable crops,Refrigerated Van,N1,2490
Meat,2665,perishable crops,Refrigerated Van,N1,6599
Vegetables,4477,crops,Elf Truck,N2,7577
Vegetables,852,crops,Tricycle,L1,1273
Leafy Greens,3230,perishable crops,Refrigerated Van,N1,3779
Vegetables,9596,crops,Elf Truck,N2,10240
Pigs,759,livestock,Mini Livestock Truck,N1,9070
Cows,888,livestock,Mini Livestock Truck,N1,4015
Corn,154,crops,Tricycle,L1,322
Frozen Fish,3562,perishable crops,Refrigerated Truck,N2,3947
Leafy Greens,2611,perishable crops,Refrigerated Van,N1,3652
Frozen Fish,1588,perishable crops,Refrigerated Van,N1,2641
Goats,2581,livestock,Mini Livestock Truck,N1,11711
Fruits,4086,crops,Elf Truck,N2,7793
Frozen Fish,1471,perishable crops,Refrigerated Van,N1,2166
Eggs,993,perishable crops,Refrigerated Van,N1,2416
Corn,439,crops,Tricycle,L1,1790
Pigs,1183,livestock,Mini Livestock Truck,N1,1563
Meat,1740,perishable crops,Refrigerated Van,N1,2603
Chickens,4494,livestock,Livestock Truck,N2,14035
Leafy Greens,2784,perishable crops,Refrigerated Van,N1,3309
Vegetables,970,crops,Tricycle,L1,3299
Corn,688,crops,Tricycle,L1,2526
Leafy Greens,2349,perishable crops,Refrigerated Van,N1,4782
Goats,11580,livestock,Heavy Livestock Trailer,N3,18468
Meat,225,perishable crops,Refrigerated Van,N1,11967
Fruits,674,crops,Tricycle,L1,819
Pigs,3331,livestock,Livestock Truck,N2,6793
Vegetables,15402,crops,10-Wheeler Truck,N3,18177
Leafy Greens,1637,perishable crops,Refrigerated Van,N1,10128
Eggs,3931,perishable crops,Refrigerated Truck,N2,9350
Goats,12487,livestock,Heavy Livestock Trailer,N3,13661
Fruits,214,crops,Tricycle,L1,236
Goats,6618,livestock,Livestock Truck,N2,6802
Fruits,1602,crops,Multicab,N1,1654
Meat,2081,perishable crops,Refrigerated Van,N1,2389
Eggs,6484,perishable crops,Refrigerated Truck,N2,9544
Fruits,383,crops,Tricycle,L1,465
Frozen Fish,3897,perishable crops,Refrigerated Truck,N2,5400
Pigs,4378,livestock,Livestock Truck,N2,4874
Rice,413,crops,Tricycle,L1,999
Eggs,2415,perishable crops,Refrigerated Van,N1,2601
Goats,648,livestock,Mini Livestock Truck,N1,1958
Vegetables,1546,crops,Multicab,N1,10657
Vegetables,232,crops,Tricycle,L1,250
Goats,929,livestock,Mini Livestock Truck,N1,1754
Vegetables,307,crops,Tricycle,L1,561
Eggs,368,perishable crops,Refrigerated Van,N1,5543
Rice,700,crops,Tricycle,L1,849
Vegetables,2563,crops,Multicab,N1,14951
Corn,1137,crops,Multicab,N1,2059
Cows,8316,livestock,Livestock Truck,N2,9985
Meat,5676,perishable crops,Refrigerated Truck,N2,9311
Rice,2755,crops,Multicab,N1,6048
Pigs,1655,livestock,Mini Livestock Truck,N1,1745
Fruits,415,crops,Tricycle,L1,936
Corn,540,crops,Tricycle,L1,864
Corn,1070,crops,Multicab,N1,1460
Vegetables,3762,crops,Elf Truck,N2,4619
Corn,3793,crops,Elf Truck,N2,5282
Leafy Greens,2264,perishable crops,Refrigerated Van,N1,4281
Chickens,2889,livestock,Mini Livestock Truck,N1,2915
Eggs,344,perishable crops,Refrigerated Van,N1,2947
Corn,266,crops,Tricycle,L1,2479
Leafy Greens,1174,perishable crops,Refrigerated Van,N1,8294
Leafy Greens,920,perishable crops,Refrigerated Van,N1,3076
Corn,812,crops,Tricycle,L1,4107
Goats,5002,livestock,Livestock Truck,N2,10651
Corn,352,crops,Tricycle,L1,5833
Chickens,2593,livestock,Mini Livestock Truck,N1,3206
Meat,5289,perishable crops,Refrigerated Truck,N2,8981
Cows,1026,livestock,Mini Livestock Truck,N1,1783
Chickens,1533,livestock,Mini Livestock Truck,N1,2701
Pigs,2429,livestock,Mini Livestock Truck,N1,14639
Eggs,4653,perishable crops,Refrigerated Truck,N2,6625
Pigs,7270,livestock,Livestock Truck,N2,13461
Chickens,9104,livestock,Livestock Truck,N2,18442
Rice,195,crops,Tricycle,L1,378
Fruits,650,crops,Tricycle,L1,1051
Pigs,1412,livestock,Mini Livestock Truck,N1,2419
Eggs,688,perishable crops,Refrigerated Van,N1,1481
Goats,13472,livestock,Heavy Livestock Trailer,N3,14162
Rice,121,crops,Tricycle,L1,183
Meat,2267,perishable crops,Refrigerated Van,N1,3797
Leafy Greens,1098,perishable crops,Refrigerated Van,N1,2806
Cows,318,livestock,Mini Livestock Truck,N1,2973
Goats,1023,livestock,Mini Livestock Truck,N1,2242
Cows,6958,livestock,Livestock Truck,N2,18110
Cows,3261,livestock,Livestock Truck,N2,10204
Frozen Fish,597,perishable crops,Refrigerated Van,N1,1238
Goats,845,livestock,Mini Livestock Truck,N1,7539
Corn,2388,crops,Multicab,N1,2982
Corn,232,crops,Tricycle,L1,716
Meat,1446,perishable crops,Refrigerated Van,N1,2540
Pigs,6062,livestock,Livestock Truck,N2,10427
Fruits,9908,crops,Elf Truck,N2,11040
Frozen Fish,2582,perishable crops,Refrigerated Van,N1,3212
Leafy Greens,2832,perishable crops,Refrigerated Van,N1,5120
Corn,299,crops,Tricycle,L1,2960
Rice,2310,crops,Multicab,N1,2915
Leafy Greens,1607,perishable crops,Refrigerated Van,N1,2251
Chickens,594,livestock,Mini Livestock Truck,N1,1468
Vegetables,3497,crops,Elf Truck,N2,8557
Frozen Fish,1765,perishable crops,Refrigerated Van,N1,6521
Vegetables,3520,crops,Elf Truck,N2,19599
Frozen Fish,1938,perishable crops,Refrigerated Van,N1,3281
Cows,428,livestock,Mini Livestock Truck,N1,2552
Fruits,491,crops,Tricycle,L1,2254
Goats,256,livestock,Mini Livestock Truck,N1,6725
Leafy Greens,472,perishable crops,Refrigerated Van,N1,11828
Goats,7850,livestock,Livestock Truck,N2,8593
Rice,639,crops,Tricycle,L1,781
Corn,644,crops,Tricycle,L1,678
Cows,2337,livestock,Mini Livestock Truck,N1,2642
Meat,1022,perishable crops,Refrigerated Van,N1,1992
Cows,3860,livestock,Livestock Truck,N2,11463
Goats,1014,livestock,Mini Livestock Truck,N1,10756
Fruits,394,crops,Tricycle,L1,1142
Vegetables,305,crops,Tricycle,L1,389
Frozen Fish,770,perishable crops,Refrigerated Van,N1,1324
Rice,959,crops,Tricycle,L1,1020
Eggs,1982,perishable crops,Refrigerated Van,N1,3159
Frozen Fish,2950,perishable crops,Refrigerated Van,N1,9128
Chickens,2596,livestock,Mini Livestock Truck,N1,12805
Pigs,3479,livestock,Livestock Truck,N2,8646
Corn,1627,crops,Multicab,N1,4937
Frozen Fish,3063,perishable crops,Refrigerated Van,N1,5041
Leafy Greens,2165,perishable crops,Refrigerated Van,N1,6822
Vegetables,5991,crops,Elf Truck,N2,14450
Eggs,1044,perishable crops,Refrigerated Van,N1,2243
Goats,4590,livestock,Livestock Truck,N2,17667
Chickens,651,livestock,Mini Livestock Truck,N1,1092
Vegetables,175,crops,Tricycle,L1,358
Eggs,1159,perishable crops,Refrigerated Van,N1,1213
Eggs,3837,perishable crops,Refrigerated Truck,N2,9096
Vegetables,2052,crops,Multicab,N1,8992
Vegetables,276,crops,Tricycle,L1,2885
Meat,1085,perishable crops,Refrigerated Van,N1,2679
Eggs,465,perishable crops,Refrigerated Van,N1,2648
Leafy Greens,9391,perishable crops,Refrigerated Truck,N2,11170
Corn,347,crops,Tricycle,L1,721
Fruits,327,crops,Tricycle,L1,455
Vegetables,500,crops,Tricycle,L1,746
Meat,225,perishable crops,Refrigerated Van,N1,5868
Pigs,8972,livestock,Livestock Truck,N2,15815
Goats,806,livestock,Mini Livestock Truck,N1,1563
Cows,162,livestock,Mini Livestock Truck,N1,7407
Vegetables,2727,crops,Multicab,N1,10101
Frozen Fish,102,perishable crops,Refrigerated Van,N1,1496
Pigs,1917,livestock,Mini Livestock Truck,N1,15776
Chickens,14462,livestock,Heavy Livestock Trailer,N3,14942
Pigs,789,livestock,Mini Livestock Truck,N1,2159
Goats,2823,livestock,Mini Livestock Truck,N1,3466
Fruits,7277,crops,Elf Truck,N2,8279
Leafy Greens,455,perishable crops,Refrigerated Van,N1,1247
Vegetables,550,crops,Tricycle,L1,1917
Corn,440,crops,Tricycle,L1,683
Goats,7087,livestock,Livestock Truck,N2,10032
Goats,1605,livestock,Mini Livestock Truck,N1,7818
Leafy Greens,150,perishable crops,Refrigerated Van,N1,1433
Fruits,1902,crops,Multicab,N1,13923
Chickens,603,livestock,Mini Livestock Truck,N1,3091
Meat,8165,perishable crops,Refrigerated Truck,N2,8557
Corn,2648,crops,Multicab,N1,3068
Vegetables,197,crops,Tricycle,L1,203
Eggs,2130,perishable crops,Refrigerated Van,N1,4639
Cows,17458,livestock,Heavy Livestock Trailer,N3,19734
Goats,3238,livestock,Mini Livestock Truck,N1,10861
Leafy Greens,2431,perishable crops,Refrigerated Van,N1,2866
Corn,1812,crops,Multicab,N1,2032
Vegetables,771,crops,Tricycle,L1,3007
Vegetables,1569,crops,Multicab,N1,2507
Frozen Fish,1202,perishable crops,Refrigerated Van,N1,1323
Rice,240,crops,Tricycle,L1,809
Chickens,923,livestock,Mini Livestock Truck,N1,2364
Corn,2226,crops,Multicab,N1,3341
Pigs,2933,livestock,Mini Livestock Truck,N1,12988
Corn,394,crops,Tricycle,L1,1687
Leafy Greens,5298,perishable crops,Refrigerated Truck,N2,11463
Pigs,1466,livestock,Mini Livestock Truck,N1,2338
Eggs,3400,perishable crops,Refrigerated Van,N1,4566
Leafy Greens,1314,perishable crops,Refrigerated Van,N1,1399
Meat,1182,perishable crops,Refrigerated Van,N1,4496
Leafy Greens,628,perishable crops,Refrigerated Van,N1,3642
Pigs,2208,livestock,Mini Livestock Truck,N1,2648
Vegetables,708,crops,Tricycle,L1,836
Fruits,298,crops,Tricycle,L1,628
Pigs,528,livestock,Mini Livestock Truck,N1,16789
Frozen Fish,1654,perishable crops,Refrigerated Van,N1,2928
Vegetables,974,crops,Tricycle,L1,12001
Cows,1134,livestock,Mini Livestock Truck,N1,1952
Corn,8494,crops,Elf Truck,N2,11204
Fruits,2675,crops,Multicab,N1,8358
Leafy Greens,419,perishable crops,Refrigerated Van,N1,1019
Vegetables,1429,crops,Multicab,N1,5772
Meat,119,perishable crops,Refrigerated Van,N1,2940
Fruits,106,crops,Tricycle,L1,114
Vegetables,1348,crops,Multicab,N1,2222
Corn,6377,crops,Elf Truck,N2,7038
Eggs,1792,perishable crops,Refrigerated Van,N1,2793
Chickens,2334,livestock,Mini Livestock Truck,N1,2611
Rice,8891,crops,Elf Truck,N2,9829
Fruits,982,crops,Tricycle,L1,3040
Rice,463,crops,Tricycle,L1,793
Cows,2365,livestock,Mini Livestock Truck,N1,2793
Corn,865,crops,Tricycle,L1,929
Chickens,900,livestock,Mini Livestock Truck,N1,2596
Corn,5888,crops,Elf Truck,N2,9811
Rice,179,crops,Tricycle,L1,309
Eggs,4199,perishable crops,Refrigerated Truck,N2,5983
Frozen Fish,3313,perishable crops,Refrigerated Van,N1,10392
Eggs,1109,perishable crops,Refrigerated Van,N1,5303
Vegetables,940,crops,Tricycle,L1,1925
Pigs,1460,livestock,Mini Livestock Truck,N1,1712
Pigs,1132,livestock,Mini Livestock Truck,N1,2138
Chickens,1316,livestock,Mini Livestock Truck,N1,2244
Pigs,7485,livestock,Livestock Truck,N2,10398
Corn,3143,crops,Multicab,N1,4881
Eggs,2570,perishable crops,Refrigerated Van,N1,4687
Vegetables,454,crops,Tricycle,L1,5106
Chickens,633,livestock,Mini Livestock Truck,N1,2044
Goats,12667,livestock,Heavy Livestock Trailer,N3,17415
Pigs,905,livestock,Mini Livestock Truck,N1,1355
Pigs,4978,livestock,Livestock Truck,N2,7584
Eggs,3069,perishable crops,Refrigerated Van,N1,7080
Rice,282,crops,Tricycle,L1,746
Rice,528,crops,Tricycle,L1,1882
Cows,1830,livestock,Mini Livestock Truck,N1,3397
Rice,1550,crops,Multicab,N1,3212
Goats,120,livestock,Mini Livestock Truck,N1,1742
Meat,826,perishable crops,Refrigerated Van,N1,1205
Meat,623,perishable crops,Refrigerated Van,N1,10873
Chickens,1929,livestock,Mini Livestock Truck,N1,3192
Chickens,837,livestock,Mini Livestock Truck,N1,1894
Cows,602,livestock,Mini Livestock Truck,N1,1854
Vegetables,497,crops,Tricycle,L1,1648
Meat,1877,perishable crops,Refrigerated Van,N1,2079
Frozen Fish,2090,perishable crops,Refrigerated Van,N1,11525
Frozen Fish,7541,perishable crops,Refrigerated Truck,N2,11347
Eggs,1426,perishable crops,Refrigerated Van,N1,9886
Corn,5532,crops,Elf Truck,N2,10487
Fruits,738,crops,Tricycle,L1,3461
Rice,2122,crops,Multicab,N1,2420
Goats,9509,livestock,Livestock Truck,N2,16098
Eggs,282,perishable crops,Refrigerated Van,N1,1446
Goats,3540,livestock,Livestock Truck,N2,6836
Fruits,433,crops,Tricycle,L1,1760
Frozen Fish,1365,perishable crops,Refrigerated Van,N1,5934
Leafy Greens,4522,perishable crops,Refrigerated Truck,N2,9764
Fruits,464,crops,Tricycle,L1,902
Leafy Greens,6023,perishable crops,Refrigerated Truck,N2,6054
Fruits,561,crops,Tricycle,L1,3441
Rice,855,crops,Tricycle,L1,967
Pigs,5136,livestock,Livestock Truck,N2,11708
Fruits,376,crops,Tricycle,L1,10222
Meat,3525,perishable crops,Refrigerated Truck,N2,4537
Cows,438,livestock,Mini Livestock Truck,N1,1562
Frozen Fish,2213,perishable crops,Refrigerated Van,N1,2373
Meat,2867,perishable crops,Refrigerated Van,N1,3067
Vegetables,826,crops,Tricycle,L1,3216
Leafy Greens,1088,perishable crops,Refrigerated Van,N1,9248
Meat,447,perishable crops,Refrigerated Van,N1,1017
Frozen Fish,1347,perishable crops,Refrigerated Van,N1,2837
Leafy Greens,3448,perishable crops,Refrigerated Truck,N2,5474
Frozen Fish,3705,perishable crops,Refrigerated Truck,N2,5245
Eggs,912,perishable crops,Refrigerated Van,N1,3251
Goats,535,livestock,Mini Livestock Truck,N1,2090
Leafy Greens,343,perishable crops,Refrigerated Van,N1,1498
Cows,4351,livestock,Livestock Truck,N2,12412
Leafy Greens,3684,perishable crops,Refrigerated Truck,N2,5825
Chickens,2628,livestock,Mini Livestock Truck,N1,3265
Pigs,5755,livestock,Livestock Truck,N2,6027
Goats,271,livestock,Mini Livestock Truck,N1,2336
Pigs,884,livestock,Mini Livestock Truck,N1,8540
Rice,1060,crops,Multicab,N1,2117
Fruits,4100,crops,Elf Truck,N2,11381
Leafy Greens,6870,perishable crops,Refrigerated Truck,N2,7324
Meat,926,perishable crops,Refrigerated Van,N1,5334
Pigs,184,livestock,Mini Livestock Truck,N1,1561
Fruits,13438,crops,10-Wheeler Truck,N3,14861
Rice,6717,crops,Elf Truck,N2,16217
Goats,543,livestock,Mini Livestock Truck,N1,6835
Chickens,9266,livestock,Livestock Truck,N2,15900
Goats,1146,livestock,Mini Livestock Truck,N1,1518
Pigs,2097,livestock,Mini Livestock Truck,N1,10315
Goats,1217,livestock,Mini Livestock Truck,N1,1598
Rice,1016,crops,Multicab,N1,2356
Frozen Fish,2170,perishable crops,Refrigerated Van,N1,8306
Fruits,8222,crops,Elf Truck,N2,17817
Chickens,1397,livestock,Mini Livestock Truck,N1,1838
Meat,391,perishable crops,Refrigerated Van,N1,7869
Goats,420,livestock,Mini Livestock Truck,N1,4301
Rice,1557,crops,Multicab,N1,2079
Eggs,4426,perishable crops,Refrigerated Truck,N2,8476
Chickens,6805,livestock,Livestock Truck,N2,12580
Cows,2255,livestock,Mini Livestock Truck,N1,9027
Chickens,1336,livestock,Mini Livestock Truck,N1,1713
Corn,1846,crops,Multicab,N1,10028
Cows,6128,livestock,Livestock Truck,N2,11118
